CodIPVA,FABRICANTE,CATEGORIA,MODELO/VERSÃO
0102605ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO CS TOP
0102606ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO 1.6 R
0102607ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO CS EXPORT
0102608ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE
0102609ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO S 1.5
0102610ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO CS 1.5
0102611ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE BRIO
0102612ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO S IE
0102613ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO CS IE
0102614ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE ELX
0102615ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO 1.6 R MPI
0102616ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO ELECTRONIC
0102617ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO 1.6
0102618ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO TURBO IE
0102619ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO 1.6 MPI
0102620ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE EP
0102621ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE IE
0102622ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE SX
0102623ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE SX YOUNG
0102624ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE EX
0102625ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO 1.0 CITY
0102626ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE SMART
0102627ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE FIRE FLEX
0102630ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE WAY ECO
0102631ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE ECONOMY
0102632ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO MILLE WAY ECON
0102633ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO WAY 1.4
0102634ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO VIVACE 1.0
0102635ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO ATTRACTIVE 1.4
0102636ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO WAY 1.0
0102639ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO SPORTING 1.4
0102640ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO ECONOMY
0102641ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/PALIO SPORT 1.6 DL
0102646ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO EVOLUTION 1.4
0102649ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO ATTRACTIVE 1.0
0102650ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI WAY
0102651ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI EASY
0102652ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI LIKE
0102653ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI EASY ON
0102654ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI WAY ON
0102655ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI LIKE ON
0102656ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO 1.0
0102657ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO SPORTING DL E
0102658ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO SPORTING 1.3 E
0102659ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO WAY 1.0 E
0102660ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO WAY 1.3 E
0102661ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO ATTRACTIVE 1.0E
0102662ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO WAY 1.3 DL E
0102663ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI DRIVE
0102664ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI DRIVE DL
0102665ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI DRIVE GSR
0102666ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO SPORTING GSR
0102667ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO DRIVE 1.0
0102668ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO WAY 1.3 GSR
0102671ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/MOBI TREKKING 1.0MT
0102699ON,FIAT,AUTOMÓVEIS/UTILITÁRIOS,FIAT/UNO
0103301ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT GHIA
0103302ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT GL
0103303ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT L
0103304ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT XR-3
0103306ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8 XR3 S
0103307ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8 GHIA
0103308ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8 GL
0103309ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT LX
0103310ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8 LX
0103311ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8 L
0103312ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 2.0I XR3
0103313ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT HOBBY
0103314ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.0 HOBBY
0103315ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 2.0 GHIA
0103316ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 2.0I GHIA
0103317ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8I GHIA
0103318ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8I GL
0103319ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8I L
0103320ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.6  GL
0103321ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.6I GLX
0103322ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT 1.8I GLX
0103329ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS SE AT 2.0SB
0103330ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS TI AT 2.0SB
0103332ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS SE 1.6 HB
0103335ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS SE 1.6 HC
0103337ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS SE AT 1.6HC
0103339ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS SE AT 2.0HC
0103340ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS TI AT 2.0SC
0103341ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS SE AT 2.0SC
0103342ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD FOCUS TI AT 2.0HC
0103348ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD MUST SHELBY GT500
0103351ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,I/FORD MUSTANG MACH1
0103399ON,FORD,AUTOMÓVEIS/UTILITÁRIOS,FORD/ESCORT
0104301DN,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CARAVAN COMODORO
0104301ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CARAVAN COMODORO
0104306ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CARAVAN COMODORO SL/E
0104307ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CARAVAN DIPLOMATA SE
0104308ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CARAVAN SL
0104399DN,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CARAVAN
0104399ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CARAVAN
0104401ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVETTE 1.6
0104405ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVETTE L
0104407ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVETTE SL
0104408ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVETTE SL 1.6
0104412ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVETTE DL1.6
0104413ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVETTE JUNIOR
0104499ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVETTE
0104601ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO
0104603ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO SS
0104604ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 1SS
0104605ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 2SS
0104606ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 2LT
0104607ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 1LT
0104608ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO LT
0104609ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 2SSRS
0104610ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET MALIBU LTZ
0104611ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO LS
0104615ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEVROLET/CRUZE LTZ NB
0104616ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEVROLET/CRUZE LT NB
0104619ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO V8 CO
0104620ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO V6 CO
0104622ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO CONV
0104623ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO C 1LT
0104624ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO COUPE
0104626ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 2SS C
0104627ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 2LS
0104628ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LTZ NB AT
0104629ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LTZ HB AT
0104630ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LT NB MT
0104631ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LT HB MT
0104634ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LTZ HB MT
0104636ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 1LS
0104637ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LTZ NB MT
0104638ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LT NB AT
0104639ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC LT HB AT
0104640ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEVROLET/CRUZE LT HB
0104641ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEVROLET/CRUZE LTZ HB
0104643ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 45TH
0104644ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L MT LTZ
0104645ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L MT LT
0104646ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L MT
0104647ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L AT LTZ
0104648ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L AT LT
0104649ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO ZL1
0104653ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV SONIC 16MH LTZ EF
0104654ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L AT LT ADV
0104655ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L MT LT ADV
0104656ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CORVETTE Z51
0104657ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CAMARO 2SS CONV
0104658ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L AT ACT
0104659ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L MT ACT
0104661ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN CAVENAGHI ACES
0104662ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN ENGE ITALMOBIL
0104663ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN SM ADAPT ACESS
0104665ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L MT LS E
0104666ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET CAMARO 50TH
0104667ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CRUZE LS NB AT
0104668ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CRUZE LTZ HB AT
0104670ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CRUZE LT HB AT
0104674ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 1.8L AT ACT7
0104675ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CAMARO 2SS CONV
0104677ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 18L MT PREMIER
0104678ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/SPIN 18L AT PREMIER
0104679ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET BOLT PREMIER
0104680ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CRUZE PRE2 HB AT
0104681ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CRUZE PRE2 NB AT
0104682ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CRUZE PRE HB AT
0104683ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10TAT LT1
0104685ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10TMT LT1
0104687ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS JOY
0104688ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS JOY BLACK
0104689ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10TAT PR1
0104690ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10TAT LTZ
0104691ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10TAT PR2
0104692ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10TAT NB
0104693ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10TMT LTZ
0104694ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV CRUZE PRE NB AT
0104695ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX JOY
0104696ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX JOY BLACK
0104698ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/TRACKER T A LT
0104699ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/CHEVROLET
0104701ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASSIC
0104703ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA L
0104704ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA LX 1.8
0104706ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL
0104707ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL/E
0104709ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL/E 1.8
0104710ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL/E 2.0
0104711ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASSIC 2.0
0104712ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA L 2.0
0104714ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASSIC SE
0104715ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL 2.0
0104716ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL 1.8
0104717ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASSIC SE 2.0
0104718ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASSIC 500 EF
0104720ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL EFI
0104721ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA SL/E EFI
0104722ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASSIC SE EFI
0104723ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASSIC SE MPFI
0104724ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA BARCELONA
0104725ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA 650
0104726ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLASS EFI
0104727ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA GL
0104728ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA GLS
0104729ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA HI-TECH
0104730ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA CLUB
0104731ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10MT LT3
0104732ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10TAT PR1
0104734ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,2HEV/ONIX PLUS 10MT LT2
0104735ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10MT HB
0104736ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10MT LT3
0104737ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10MT LT4
0104738ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10MT LT1
0104739ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10TMT LTZ
0104740ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10MT LT4
0104741ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS 10MT LT1
0104742ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10TAT HB
0104743ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10MT LT2
0104744ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10TAT LT1
0104745ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10TMT LT1
0104746ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10TAT LTZ
0104747ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX 10TAT PR2
0104748ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,CHEV/ONIX PLUS PR MID
0104799ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/MONZA
0104901ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/OPALA COMODORO
0104902ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/OPALA DIPLOMATA
0104908ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/OPALA DIPLOMATA SE
0104909ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/OPALA COMODORO SL/E
0104910ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/OPALA SL
0105003ON,ASTON MARTIN,AUTOMÓVEIS/UTILITÁRIOS,I/ASTON MARTIN VANTAGE
0105006ON,ASTON MARTIN,AUTOMÓVEIS/UTILITÁRIOS,I/ASTON MARTIN V8VANTAGE
0105010ON,ASTON MARTIN,AUTOMÓVEIS/UTILITÁRIOS,I/ASTON MARTIN V8VANT CA
0105012ON,ASTON MARTIN,AUTOMÓVEIS/UTILITÁRIOS,I/ASTON MARTIN RAPIDE CP
0105017ON,ASTON MARTIN,AUTOMÓVEIS/UTILITÁRIOS,I/ASTON MARTIN V8VAN SCP
0105199DN,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/VERANEIO
0105199ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/VERANEIO
0105202ON,GURGEL,AUTOMÓVEIS/UTILITÁRIOS,GURGEL/BR 800 SL
0105299DN,GURGEL,AUTOMÓVEIS/UTILITÁRIOS,GURGEL/GURGEL
0105299ON,GURGEL,AUTOMÓVEIS/UTILITÁRIOS,GURGEL/GURGEL
0105409ON,GURGEL,AUTOMÓVEIS/UTILITÁRIOS,GURGEL/X 12 TOCANTINS TR LE
0105410ON,GURGEL,AUTOMÓVEIS/UTILITÁRIOS,GURGEL/TOCANTINS TR PLUS
0105801ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,IMP/ALFA ROMEO 164 3.0 V6
0105803ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,IMP/ALFA ROMEO 164 2.0 T
0105804ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,IMP/ALFA ROMEO 164 24V
0105805ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO 145
0105806ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,IMP/ALFA ROMEO 145 QV
0105807ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO 156
0105808ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO 166
0105809ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO 156 SW
0105810ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO 147
0105812ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO 159
0105820ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO GIULIETTA
0105824ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,I/ALFA ROMEO GIULIA QUAD
0105899ON,ALFA ROMEO,AUTOMÓVEIS/UTILITÁRIOS,IMP/ALFA ROMEO
0106001ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI RS4 AV 2.9TFSI
0106002ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI RS5 CP 2.9TFSI
0106003ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,IMP/AUDI 80 CABRIO
0106004ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,IMP/AUDI 80 S
0106006ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI A6
0106008ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,"IMP/AUDI 100 S, AUDI-DEMAIS MODELOS"
0106010ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI A8
0106011ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI A4
0106012ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI S6
0106013ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,IMP/AUDI PORSCHE RS2
0106014ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI A3
0106017ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,IMP/AUDI A3 1.8T
0106018ON,AUDI,AUTOMÓVEIS/UTILITÁRIOS,I/AUDI A4 2.4
